|Unnamed: 0|Unnamed: 0.1|Unnamed: 0.1.1|Unnamed: 0.1.1.1|Unnamed: 0.1.1.1.1|Unnamed: 0.1.1.1.1.1|Unnamed: 0.1.1.1.1.1.1|Unnamed: 0.1.1.1.1.1.1.1|Unnamed: 0.1.1.1.1.1.1.1.1|Unnamed: 0.1.1.1.1.1.1.1.1.1|index|Loan_ID|Gender|Married|Dependents|Education|Self_Employed|ApplicantIncome|CoapplicantIncome|LoanAmount|Loan_Amount_Term|Credit_History|Property_Area|Loan_Status
170|170|170|170|170|170|170|170|170|170|170.0|170|LP001581|Male|Yes|0|Not Graduate||1820|1769.0|95.0|360.0|1.0|Rural|Y
171|171|171|171|171|171|171|171|171|171|171.0|171|LP001585||Yes|3+|Graduate|No|51763|0.0|700.0|300.0|1.0|Urban|Y
172|172|172|172|172|172|172|55555555555|Allez au boulot ! :)|Allez au boulot ! :)|172.0|172|LP001586|Male|hello|3+|Not Graduate|No|3522|0.0|81.0|180.0|1.0|Rural|N
173|173|173|173|173|173|173|173|173|173|173.0|173|LP001594|Male|Yes|0|Graduate|No|5708|5625.0|187.0|360.0|1.0|Semiurban|Y
174|174|174|174|174|174|174|174|174|174|174.0|174|LP001603|Male|Yes|0|Not Graduate|Yes|4344|736.0|87.0|360.0|1.0|Semiurban|N
175|175|175|175|175|175|175|175|175|175|175.0|ù*ùfsfsf///|LP001606|Male|Yes|0|Graduate|No|3497|1964.0|116.0|360.0|1.0|Rural|Y
176|176|176|176|176|176|176|176|176|ù*ùfsfsf///|176.0|176|LP001608|Male|Yes|2|Graduate|No|2045|1619.0|101.0|360.0|1.0|Rural|Y
177|177|177|177|177|177|177|177|177|177|177.0|177|LP001610|Male|Yes|3+|Graduate|No|5516|11300.0|495.0|360.0|0.0|Semiurban|N
178|178|178|178|178|178|178|178|178|55555555555|178.0|178|LP001616|Male|Yes|1|Graduate|No|3750|0.0|116.0|360.0|1.0|Semiurban|Y
179|179|179|179|179|179|179|179|179|179|179.0|179|LP001630|Male|No|0|Not Graduate|No|2333|1451.0|102.0|480.0|0.0|Urban|N
180|180|180|180|180|180|180|180|courage!!!|180|hello|180|LP001633|Male|Yes|1|Graduate|No|6400|7250.0|180.0|360.0|0.0|Urban|N
181|181|181|181|181|181|181|181|181|181|181.0|181|LP001634|Male|No|0|Graduate|No|1916|5063.0|67.0|360.0||Rural|N
182|182|182|182|182|182|Allez au boulot ! :)|182|182|182|182.0|182|LP001636|Male|Yes||Graduate|No|4600|0.0|73.0|180.0|1.0|Semiurban|Y
183|183|183|183|183|Allez au boulot ! :)|183|183|183|183|183.0||LP001637|Male|Yes|1|Graduate|No|33846|0.0|260.0|360.0|1.0|Semiurban|N
184|184|184|184|184|184|Allez au boulot ! :)|184|184|55555555555|184.0|184|LP001639|Female|Yes|0|Graduate|No|3625|0.0|108.0|360.0|1.0|Semiurban|Y
185|185|185|185|185|185|185|courage!!!|185|185|185.0|ù*ùfsfsf///|LP001640|Male|Yes|0|Graduate|Yes|39147|4750.0|120.0|360.0|1.0|Semiurban|Y
186|186|186|186|186|186|186|186|186|186|Allez au boulot ! :)|186|LP001641|Male|Yes|1|Graduate|Yes|2178|0.0|66.0|300.0|0.0|Rural|N
187|187|187|187|187|Allez au boulot ! :)|187|187|187|187|hello|187|LP001643|Male|Yes|0|Graduate|No|2383|2138.0|58.0|360.0||Rural|Y
188|188|188|188|188|188|188|188|188|Allez au boulot ! :)|188.0|188|LP001644||Yes||Graduate|Yes|674|5296.0|168.0|360.0|1.0|Rural|Y
189|189|189|189|189|189|189|189|189|55555555555|189.0|189|LP001647|Male|Yes|0|Graduate|No|9328|0.0|188.0|180.0|1.0|Rural|Y
190|190|190|190|190|190|190|190|190|190|190.0|190|LP001653|Male|No|0|Not Graduate|No|4885|0.0|48.0|360.0|1.0|Rural|Y
191|191|191|191|191|191|Allez au boulot ! :)|191|191|0|191.0|191|LP001656|Male|hello||Graduate|No|12000|0.0|164.0|360.0|1.0|Semiurban|N
192|192|192|192|192|192|192|192|192|192|192.0|192|LP001657|Male|Yes|0|Not Graduate|No|6033|0.0|160.0|360.0|1.0|Urban|N
193|193|193|193|193|193|193|193|193|193|193.0|193|LP001658|Male|No|0|Graduate|No|3858|0.0|76.0|360.0|1.0|Semiurban|Y
194|194|194|194|194|194|194|Allez au boulot ! :)|Allez au boulot ! :)|194|194.0|194|LP001664|Male|No||Graduate|No|4191|0.0|120.0|360.0|1.0|Rural|Y
195|195|195|195|195|195|195|195|195|195|195.0|None|LP001665|Male|Yes|1|Graduate|No|3125|2583.0|170.0|360.0|1.0|Semiurban|N
196|196|196|196|196|196|196|196|196|196|196.0|196|LP001666|Male|No|0|Graduate|No|8333|3750.0|187.0|360.0|1.0|Rural|Y
197|197|197|197|197|197|197|197|197|197|197.0|197|LP001669|Female|No|0|Not Graduate|No|1907|2365.0|120.0||1.0|Urban|Y
198|198|198|198|198|198|198|198|198|198|198.0|198|LP001671|Female||0|Graduate|No|3416|2816.0|113.0|360.0||Semiurban|Y
199|199|199|199|199|Allez au boulot ! :)|199|Allez au boulot ! :)|Allez au boulot ! :)|199|199.0|199|LP001673|Male|No|0|Graduate|Yes|11000|0.0|83.0|360.0|1.0|Urban|N
200|200|200|200|200|200|200|courage!!!|200|200|200.0|200|LP001674|Male|Yes|1|Not Graduate|No|2600|2500.0|90.0|360.0|1.0|Semiurban|Y
201|201|201|201|201|201|201|201|201|201|201.0|201|LP001677|Male|No|2|Graduate|No|4923|0.0|166.0|360.0|0.0|Semiurban|Y
202|202|202|202|202|202|202|202|202|202|202.0|202|LP001682|Male|Yes|3+|Not Graduate|No|3992|0.0||180.0|1.0|Urban|N
203|203|203|203|203|203|203|203|203|203|203.0|203|LP001688|None|Yes|1|Not Graduate|No|3500|1083.0|135.0|360.0|1.0|Urban|Y
204|204|204|204|204|204|204|204|204|204|204.0|204|LP001691|Male|Yes|2|Not Graduate|No|3917|0.0|124.0|360.0|1.0|Semiurban|Y
205|205|205|205|205|205|Allez au boulot ! :)|205|205|55555555555|205.0|205|LP001692|Female|No|0|Not Graduate|No|4408|0.0|120.0|360.0|1.0|Semiurban|Y
206|206|206|206|206|206|206|206|206|206|hello|ù*ùfsfsf///|LP001693|Female|No|0|Graduate|No|3244|0.0|80.0|360.0|1.0|Urban|Y
207|207|207|207|207|207|207|207|207|207|hello|207|LP001698|Male|No|0|Not Graduate|No|3975|2531.0|55.0|360.0|1.0|Rural|Y
208|208|208|208|208|208|208|208|208|208|208.0|208|LP001699|Male|No|0|Graduate|No|2479|0.0|59.0|360.0|1.0|Urban|Y
209|209|209|209|209|209|209|209|209|ù*ùfsfsf///|209.0|209|LP001702|Male|No|0|Graduate|No|3418|0.0|127.0|360.0|1.0|Semiurban|N
210|210|210|210|210|210|210|210|210|210|210.0|210|LP001708|Female|No|0|Graduate|No|10000|0.0|214.0|360.0|1.0|Semiurban|N
211|211|211|211|211|211|Allez au boulot ! :)|211|211|211|211.0|ù*ùfsfsf///|LP001711|Male||3+|Graduate|No|3430|1250.0|128.0|360.0|0.0|Semiurban|N
212|212|212|212|212|Allez au boulot ! :)|Allez au boulot ! :)|212|212|212|hello|ù*ùfsfsf///|LP001713|Male|Yes|1|Graduate|Yes|7787|0.0|240.0|360.0|1.0|Urban|Y
213|213|213|213|213|213|213|213|213|55555555555|213.0|213|LP001715|Male|hello|3+|Not Graduate|Yes|5703|0.0|130.0|360.0|1.0|Rural|Y
214|214|214|214|214|214|214|214|214|214|214.0|ù*ùfsfsf///|LP001716|Male|Yes|0|Graduate|No|3173|3021.0|137.0|360.0|1.0|Urban|Y
215|215|215|215|215|215|215|215|215|215|215.0|215|LP001720|Male|Yes|3+|Not Graduate|No|3850|983.0|100.0|360.0|1.0|Semiurban|Y
216|216|216|216|216|216|216|216|216|216|216.0|216|LP001722|Male|Yes|0|Graduate|No|150|1800.0|135.0|360.0|1.0|Rural|N
217|217|217|217|217|217|217|217|217|217|217.0|217|LP001726|Male|Yes|0|Graduate|No|3727|1775.0|131.0|360.0|1.0|Semiurban|Y
218|218|218|218|218|218|218|218|218|218|218.0|218|LP001732|Male|Yes|2|Graduate||5000|0.0|72.0|360.0|0.0|Semiurban|N
219|219|219|219|219|219|219|219|219|219|hello|219|LP001734|Female|Yes|2|Graduate|No|4283|2383.0|127.0|360.0||Semiurban|Y
220|220|220|220|220|Allez au boulot ! :)|220|220|220|220|220.0|220|LP001736|Male|Yes|0|Graduate|No|2221|0.0|60.0|360.0|0.0|Urban|N
221|221|221|221|221|221|221|221|221|221|221.0|221|LP001743|None|Yes|2|Graduate|No|4009|1717.0|116.0|360.0|1.0|Semiurban|Y
222|222|222|222|222|222|222|222|222|222|222.0|222|LP001744|Male|No|0|Graduate|No|2971|2791.0|144.0|360.0|1.0|Semiurban|Y
223|223|223|223|223|223|223|223|223|223|223.0|223|LP001749|Male|Yes|0|Graduate|No|7578|1010.0|175.0||1.0|Semiurban|Y
224|224|224|224|224|224|224|224|224|ù*ùfsfsf///|224.0|224|LP001750|Male|Yes|0|Graduate|No|6250|0.0|128.0|360.0|1.0|Semiurban|Y
225|225|225|225|225|225|225|Allez au boulot ! :)|225|225|225.0|None|LP001751|Male|Yes|0|Graduate|No|3250|0.0|170.0|360.0|1.0|Rural|N
226|226|226|226|226|226|226|226|226|226|226.0|226|LP001754|Male|Yes||Not Graduate|Yes|4735|0.0|138.0|360.0|1.0|Urban|N
227|227|227|227|227|227|227|227|227|227|227.0|Allez au boulot ! :)|LP001758|Male|Yes|2|Graduate|No|6250|1695.0|210.0|360.0|1.0|Semiurban|Y
228|228|228|228|228|228|Allez au boulot ! :)|228|228|228|228.0|228|LP001760|Male|||Graduate|No|4758|0.0|158.0|480.0|1.0|Semiurban|Y
229|229|229|229|229|229|229|229|Allez au boulot ! :)|229|hello|229|LP001761|Male|No|0|Graduate|Yes|6400|0.0|200.0|360.0|1.0|Rural|Y
230|230|230|230|230|230|230|Allez au boulot ! :)|230|Allez au boulot ! :)|230.0|230|LP001765|Male|hello|1|Graduate|No|2491|2054.0|104.0|360.0|1.0|Semiurban|Y
231|231|231|231|231|231|231|231|231|231|231.0|231|LP001768|Male|Yes|0|Graduate||3716|0.0|42.0|180.0|1.0|Rural|Y
232|232|232|232|232|232|Allez au boulot ! :)|232|232|Allez au boulot ! :)|232.0|232|LP001770|Male|hello|0|Not Graduate|No|3189|2598.0|120.0||1.0|Rural|Y
233|233|233|233|233|233|233|55555555555|Allez au boulot ! :)|233|233.0|233|LP001776|Female|No|0|Graduate|No|8333|0.0|280.0|360.0|1.0|Semiurban|Y
234|234|234|234|234|234|234|234|234|234|234.0|234|LP001778|Male|Yes|1|Graduate|No|3155|1779.0|140.0|360.0|1.0|Semiurban|Y
235|235|235|235|235|235|Allez au boulot ! :)|235|235|235|235.0|235|LP001784|Male|Yes|1|Graduate|No|5500|1260.0|170.0|360.0|1.0|Rural|Y
236|236|236|236|236|Allez au boulot ! :)|236|236|236|courage!!!|236.0|236|LP001786|Male|Yes|0|Graduate||5746|0.0|255.0|360.0||Urban|N
237|237|237|237|237|237|237|237|Allez au boulot ! :)|237|237.0|237|LP001788|Female|No|0|Graduate|Yes|3463|0.0|122.0|360.0||Urban|Y
238|238|238|238|238|238|238|238|238|238|238.0|238|LP001790|Female|No|1|Graduate|No|3812|0.0|112.0|360.0|1.0|Rural|Y
239|239|239|239|239|Allez au boulot ! :)|239|239|239|Allez au boulot ! :)|239.0|239|LP001792|Male|Yes|1|Graduate|No|3315|0.0|96.0|360.0|1.0|Semiurban|Y
240|240|240|240|240|240|240|240|240|240|240.0|240|LP001798|Male|Yes|2|Graduate|No|5819|5000.0|120.0|360.0|1.0|Rural|Y
241|241|241|241|241|241|241|241|241|241|241.0|241|LP001800|Male|Yes|1|Not Graduate|No|2510|1983.0|140.0|180.0|1.0|Urban|N
242|242|242|242|242|242|242|Allez au boulot ! :)|Allez au boulot ! :)|242|hello|242|LP001806|Male|No||Graduate|No|2965|5701.0|155.0|60.0|1.0|Urban|Y
243|243|243|243|243|243|243|55555555555|243|243|243.0|243|LP001807|Male|Yes|2|Graduate|Yes|6250|1300.0|108.0|360.0|1.0|Rural|Y
244|244|244|244|244|244|244|Allez au boulot ! :)|244|244|244.0|244|LP001811|Male|Yes|0|Not Graduate|No|3406|4417.0|123.0|360.0|1.0|Semiurban|Y
245|245|245|245|245|245|245|245|245|245|Allez au boulot ! :)|245|LP001813|Male|No|0|Graduate|Yes|6050|4333.0|120.0|180.0|1.0|Urban|N
246|246|246|246|246|246|Allez au boulot ! :)|246|246|246|246.0|246|LP001814|Male|Yes|2|Graduate|No|9703|0.0|112.0|360.0|1.0|Urban|Y
247|247|247|247|247|247|Allez au boulot ! :)|247|247|247|247.0|247|LP001819|None|Yes|1|Not Graduate|No|6608|0.0|137.0|180.0|1.0|Urban|Y
248|248|248|248|248|248|248|248|248|248|248.0|248|LP001824|Male|Yes|1|Graduate|No|2882|1843.0|123.0|480.0|1.0|Semiurban|Y
249|249|249|249|249|249|Allez au boulot ! :)|249|249|249|249.0|249|LP001825|Male|Yes|0|Graduate|No|1809|1868.0|90.0|360.0|1.0|Urban|Y
250|250|250|250|250|250|250|250|Allez au boulot ! :)|250|Allez au boulot ! :)|250|LP001835|Male|Yes|0|Not Graduate|No|1668|3890.0|201.0|360.0|0.0|Semiurban|N
251|251|251|251|251|251|251|251|251|251|251.0|251|LP001836|Female|No|2|Graduate|No|3427|0.0|138.0|360.0|1.0|Urban|N
252|252|252|252|252|Allez au boulot ! :)|Allez au boulot ! :)|252|252|252|252.0|252|LP001841|Male|No|0|Not Graduate|Yes|2583|2167.0|104.0|360.0|1.0|Rural|Y
253|253|253|253|253|253|253|253|253|253|Allez au boulot ! :)|253|LP001843|Male|Yes|1|Not Graduate|No|2661|7101.0|279.0|180.0|1.0|Semiurban|Y
254|254|254|254|254|254|254|254|254|254|254.0|ù*ùfsfsf///|LP001844|Male|No|0|Graduate|Yes|16250|0.0|192.0|360.0|0.0|Urban|N
255|255|255|255|255|255|255|255|255|255|255.0|255|LP001846|Female|No|3+|Graduate|No|3083|0.0|255.0|360.0|1.0|Rural|Y
256|256|256|256|256|256|256|Allez au boulot ! :)|55555555555|256|256.0|256|LP001849|Male|No|0|Not Graduate|No|6045|0.0|115.0|360.0|0.0|Rural|N
257|257|257|257|257|257|257|55555555555|257|257|257.0|257|LP001854|Male|Yes|3+|Graduate|No|5250|0.0|94.0|360.0|1.0|Urban|N
258|258|258|258|258|258|258|258|258|258|258.0|258|LP001859|Male|Yes|0|Graduate|No|14683|2100.0|304.0|360.0|1.0|Rural|N
259|259|259|259|259|Allez au boulot ! :)|259|259|259|259|259.0|259|LP001864|Male|Yes|3+|Not Graduate|No|4931|0.0|128.0|360.0||Semiurban|N
260|260|260|260|260|260|260|260|260|260|260.0|260|LP001865|Male|Yes|1|Graduate|No|6083|4250.0|330.0|360.0||Urban|Y
261|261|261|261|261|261|261|261|261|261|261.0|261|LP001868|Male|No|0|Graduate|No|2060|2209.0|134.0|360.0|1.0|Semiurban|Y
262|262|262|262|262|262|262|262|262|262|hello|262|LP001870|Female|hello|1|Graduate|No|3481|0.0|155.0|36.0|1.0|Semiurban|N
263|263|263|263|263|263|263|263|263|263|263.0|263|LP001871|Female|No|0|Graduate|No|7200|0.0|120.0|360.0|1.0|Rural|Y
264|264|264|264|264|264|264|264|264|264|264.0|264|LP001872|Male|No|0|Graduate|Yes|5166|0.0|128.0|360.0|1.0|Semiurban|Y
265|265|265|265|265|Allez au boulot ! :)|265|265|courage!!!|265|265.0|265|-400|Male|No|0|Graduate|No|4095|3447.0|151.0|360.0|1.0|Rural|Y
266|266|266|266|266|266|266|266|266|Allez au boulot ! :)|266.0|266|LP001877|Male|Yes|2|Graduate|No|4708|1387.0|150.0|360.0|1.0|Semiurban|Y
267|267|267|267|267|267|267|267|Allez au boulot ! :)|267|267.0|267|LP001882|Male|Yes|3+|Graduate|No|4333|1811.0|160.0|360.0|0.0|Urban|Y
268|268|268|268|268|268|268|268|Allez au boulot ! :)|268|268.0|268|LP001883|Female|No|0|Graduate||3418|0.0|135.0|360.0|1.0|Rural|N
269|269|269|269|269|269|269|269|269|269|Allez au boulot ! :)|269|-400|Female|No|1|Graduate|No|2876|1560.0|90.0|360.0|1.0|Urban|Y
270|270|270|270|270|270|270|270|270|270|270.0|270|LP001888|None|No|0|Graduate|No|3237|0.0|30.0|360.0|1.0|Urban|Y
271|271|271|271|271|271|271|271|271|271|271.0|271|LP001891|Male|Yes|0|Graduate|No|11146|0.0|136.0|360.0|1.0|Urban|Y
272|272|272|272|272|Allez au boulot ! :)|272|272|272|272|Allez au boulot ! :)|Allez au boulot ! :)|LP001892|Male|No|0|Graduate|No|2833|1857.0|126.0|360.0|1.0|Rural|Y
273|273|273|273|273|273|273|273|273|273|courage!!!|273|LP001894|Male|Yes|0|Graduate|No|2620|2223.0|150.0|360.0|1.0|Semiurban|Y
274|274|274|274|274|274|274|274|274|274|274.0|None|LP001896|Male|Yes||Graduate|No|3900|0.0|90.0|360.0|1.0|Semiurban|Y
275|275|275|275|275|275|Allez au boulot ! :)|275|275|275|275.0|275|LP001900|Male|Yes|1|Graduate|No|2750|1842.0|115.0|360.0|1.0|Semiurban|Y
276|276|276|276|276|276|276|276|Allez au boulot ! :)|276|276.0|276|LP001903|Male|Yes|0|Graduate|No|3993|3274.0|207.0|360.0|1.0|Semiurban|Y
277|277|277|277|277|277|277|277|courage!!!|277|277.0|277|LP001904|None|Yes|0|Graduate|No|3103|1300.0|80.0|360.0|1.0|Urban|Y
278|278|278|278|278|278|278|courage!!!|278|278|278.0||LP001907|Male|Yes|0|Graduate|No|14583|0.0|436.0|360.0|1.0|Semiurban|Y
279|279|279|279|279|279|279|Allez au boulot ! :)|279|279|279.0|279|LP001908|Female|hello|0|Not Graduate|No|4100|0.0|124.0|360.0||Rural|Y
280|280|280|280|280|280|280|280|280|280|280.0|280|LP001910|Male|No|1|Not Graduate|Yes|4053|2426.0|158.0|360.0|0.0|Urban|N
281|281|281|281|281|281|281|281|281|281|281.0|ù*ùfsfsf///|LP001914|Male|Yes|0|Graduate|No|3927|800.0|112.0|360.0|1.0|Semiurban|Y
282|282|282|282|282|282|282|282|282|282|282.0|282|LP001915|Male|Yes|2|Graduate|No|2301|985.7999877999997|78.0|180.0|1.0|Urban|Y
283|283|283|283|283|283|283|283|283|283|283.0|283|LP001917|Female|hello|0|Graduate|No|1811|1666.0|54.0|360.0|1.0|Urban|Y
284|284|284|284|284|284|Allez au boulot ! :)|284|284|284|hello|284|LP001922|Male|Yes|0|Graduate|No|20667|0.0||360.0|1.0|Rural|N
285|285|285|285|285|285|55555555555|285|285|285|285.0|ù*ùfsfsf///|LP001924|Male|No|0|Graduate|No|3158|3053.0|89.0|360.0|1.0|Rural|Y
286|286|286|286|286|286|286|286|286|286|Allez au boulot ! :)|ù*ùfsfsf///|LP001925|Female|No|0|Graduate|Yes|2600|1717.0|99.0|300.0|1.0|Semiurban|N
287|287|287|287|287|287|287|287|287|287|287.0|ù*ùfsfsf///|LP001926|None|Yes|0|Graduate|No|3704|2000.0|120.0|360.0|1.0|Rural|Y
288|288|288|288|288|288|288|288|288|288|288.0|288|LP001931|Female|No|0|Graduate|No|4124|0.0|115.0|360.0|1.0|Semiurban|Y
289|289|289|289|289|289|289|289|289|Allez au boulot ! :)|289.0|289|LP001935|Male|No|0|Graduate|No|9508|0.0|187.0|360.0|1.0|Rural|Y
290|290|290|290|290|Allez au boulot ! :)|290|290|290|290|hello|290|LP001936|Male|Yes|0|Graduate|No|3075|2416.0|139.0|360.0|1.0|Rural|Y
291|291|291|291|291|291|Allez au boulot ! :)|291|291|291|291.0|291|LP001938|Male|Yes|2|Graduate|No|4400|0.0|127.0|360.0|0.0|Semiurban|N
292|292|292|292|292|292|292|292|292|292|292.0|292|LP001940|Male|Yes|2|Graduate|No|3153|1560.0|134.0|360.0|1.0|Urban|Y
293|293|293|293|293|293|293|293|293|293|293.0|293|LP001945|Female|No||Graduate|No|5417|0.0|143.0|480.0|0.0|Urban|N
294|294|294|294|294|294|294|294|294|294|hello|294|LP001947|Male|Yes||Graduate|No|2383|3334.0|172.0|360.0|1.0|Semiurban|Y
295|295|295|295|295|295|295|295|295|295|295.0|295|LP001949|Male||3+|Graduate||4416|1250.0|110.0|360.0|1.0|Urban|Y
296|296|296|296|296|296|296|296|296|296|296.0|296|LP001953|Male|None|1|Graduate|No|6875|0.0|200.0|360.0|1.0|Semiurban|Y
297|297|297|297|297|297|297|297|297|297|297.0|297|LP001954|Female|Yes|1|Graduate|No|4666|0.0|135.0|360.0|1.0|Urban|Y
298|298|298|298|298|298|298|298|298|298|298.0|298|LP001955|Female|No|0|Graduate|No|5000|2541.0|151.0|480.0|1.0|Rural|N
299|299|299|299|299|299|299|299|299|299||299|LP001963|Male|Yes|1|Graduate|No|2014|2925.0|113.0|360.0|1.0|Urban|N
300|300|300|300|300|300|300|300|300|Allez au boulot ! :)|courage!!!|300|LP001964|Male|Yes|0|Not Graduate|No|1800|2934.0|93.0|360.0|0.0|Urban|N
301|301|301|301|301|301|301|301|301|301|301.0|301|LP001972|Male|Yes||Not Graduate|No|2875|1750.0|105.0|360.0|1.0|Semiurban|Y
302|302|302|302|302|302|302|302|302|302|302.0|302|LP001974|Female|No|0|Graduate|No|5000|0.0|132.0|360.0|1.0|Rural|Y
303|303|303|303|303|303|303|303|303|303|303.0|303|LP001977|Male|Yes|1|Graduate|No|1625|1803.0|96.0|360.0|1.0|Urban|Y
304|304|304|304|304|304|304|304|304|304|304.0|304|LP001978|Male|No|0|Graduate|No|4000|2500.0|140.0|360.0|1.0|Rural|Y
305|305|305|305|305|305|305|305|305|305|Allez au boulot ! :)|305|LP001990|ù*ùfsfsf///|hello|0|Not Graduate|No|2000|0.0||360.0|1.0|Urban|N
306|306|306|306|306|306|306|306|306|306|306.0|306|LP001993|Female|No|0|Graduate|No|3762|1666.0|135.0|360.0|1.0|Rural|Y
307|307|307|307|307|307|Allez au boulot ! :)|307|Allez au boulot ! :)|307|307.0|307|LP001994|Female|No|0|Graduate|No|2400|1863.0|104.0|360.0|0.0|Urban|N
308|308|308|308|308|308|308|308|308|308|308.0|308|LP001996|Male|No|0|Graduate|No|20233|0.0|480.0|360.0|1.0|Rural|N
309|309|309|309|309|309|309|309|309|309|309.0|309|LP001998|Male|Yes|2|Not Graduate|No|7667|0.0|185.0|360.0||Rural|Y
310|310|310|310|310|310|310|310|310|310|Allez au boulot ! :)|310|LP002002|Female|No|0|Graduate|No|2917|0.0|84.0|360.0|1.0|Semiurban|Y
311|311|311|311|311|311|311|311|311|311|311.0|311|LP002004|Male|No|0|Not Graduate|No|2927|2405.0|111.0|360.0|1.0|Semiurban|Y
312|312|312|312|312|312|312|312|312|ù*ùfsfsf///|312.0|312|LP002006|Female|No|0|Graduate|No|2507|0.0|56.0|360.0|1.0|Rural|Y
313|313|313|313|313|313|313|313|313|313|313.0|313|LP002008|Male|Yes|2|Graduate|Yes|5746|0.0|144.0|84.0||Rural|Y
314|314|314|314|314|314|314|314|314|314|314.0|314|LP002024||hello|0|Graduate|No|2473|1843.0|159.0|360.0|1.0|Rural|N
315|315|315|315|315|315|Allez au boulot ! :)|315|315|315|315.0|315|LP002031|None|Yes|1|Not Graduate|No|3399|1640.0|111.0|180.0|1.0|Urban|Y
316|316|316|316|316|316|316|316|316|316|courage!!!|316|LP002035|Male|Yes|2|Graduate|No|3717|0.0|120.0|360.0|1.0|Semiurban|Y
317|317|317|317|317|317|317|317|317|317|317.0|317|LP002036|Male|Yes|0|Graduate|No|2058|2134.0|88.0|360.0||Urban|Y
318|318|318|318|318|Allez au boulot ! :)|318|318|318|318|hello|318|LP002043|Female|No||Graduate|No|3541|0.0|112.0|360.0||Semiurban|Y
319|319|319|319|319|319|319|Allez au boulot ! :)|319|319|319.0|319|LP002050|Male|None|1|Graduate|Yes|10000|0.0|155.0|360.0|1.0|Rural|N
320|320|320|320|320|320|320|320|320|320|320.0|320|LP002051|Male|Yes|0|Graduate|No|2400|2167.0|115.0|360.0|1.0|Semiurban|Y
321|321|321|321|321|321|Allez au boulot ! :)|321|321|0|321.0|ù*ùfsfsf///|LP002053|Male|Yes|3+|Graduate|No|4342|189.0|124.0|360.0|1.0|Semiurban|Y
322|322|322|322|322|Allez au boulot ! :)|322|322|322|322|322.0|322|LP002054|ù*ùfsfsf///|Yes||Not Graduate|No|3601|1590.0||360.0|1.0|Rural|Y
323|323|323|323|323|323|323|323|323|323|323.0|323|LP002055|Female|No||Graduate|No|3166|2985.0|132.0|360.0||Rural|Y
324|324|324|324|324|324|324|324|324|324|324.0|324|LP002065|Male|Yes|3+|Graduate|No|15000|0.0|300.0|360.0|1.0|Rural|Y
325|325|325|325|325|325|325|325|325|325|325.0|325|LP002067|Male|Yes|1|Graduate|Yes|8666|4983.0|376.0|360.0|0.0|Rural|N
326|326|326|326|326|326|326|326|326|326|326.0|326|LP002068|Male||0|Graduate|No|4917|0.0|130.0|360.0|0.0|Rural|Y
327|327|327|327|327|327|327|Allez au boulot ! :)|327|327|327.0|327|LP002082|Male|Yes|0|Graduate|Yes|5818|2160.0|184.0|360.0|1.0|Semiurban|Y
328|328|328|328|328|328|328|328|Allez au boulot ! :)|328|328.0|328|LP002086|Female|Yes|0|Graduate|No|4333|2451.0|110.0|360.0|1.0|Urban|N
329|329|329|329|329|329|Allez au boulot ! :)|329|329|329|329.0|329|LP002087|Female|No|0|Graduate|No|2500|0.0|67.0|360.0|1.0|Urban|Y
330|330|330|330|330|330|330|330|330|330|330.0|330|LP002097|Male|No|1|Graduate|No|4384|1793.0|117.0|360.0|1.0|Urban|Y
331|331|331|331|331|331|331|331|331|331|331.0|331|LP002098|Male|No|0|Graduate|No|2935|0.0|98.0|360.0|1.0|Semiurban|Y
332|332|332|332|332|332|332|332|332|ù*ùfsfsf///|332.0|332|LP002100|Male|No||Graduate|No|2833|0.0|71.0|360.0|1.0|Urban|Y
333|333|333|333|333|333|333|333|Allez au boulot ! :)|333|333.0|333|LP002101|Male|Yes|0|Graduate||63337|0.0|490.0|180.0|1.0|Urban|Y
334|334|334|334|334|Allez au boulot ! :)|334|334|334|334|334.0|334|LP002103||Yes|1|Graduate|Yes|9833|1833.0|182.0|180.0|1.0|Urban|Y
335|335|335|335|335|335|335|335|335|335|335.0|335|LP002106|Male|Yes||Graduate|Yes|5503|4490.0|70.0||1.0|Semiurban|Y
336|336|336|336|336|336|336|336|336|Allez au boulot ! :)|336.0|336|LP002110|Male|Yes|1|Graduate||5250|688.0|160.0|360.0|1.0|Rural|Y
337|337|337|337|337|337|337|337|337|Allez au boulot ! :)|337.0|337|LP002112|Male|Yes|2|Graduate|Yes|2500|4600.0|176.0|360.0|1.0|Rural|Y
338|338|338|338|338|338|338|338|338|338|338.0|338|LP002113|Female|No|3+|Not Graduate|No|1830|0.0||360.0|0.0|Urban|N
339|339|339|339|339|339|339|339|339|339|hello|339|LP002114|Female|No|0|Graduate|No|4160|0.0|71.0|360.0|1.0|Semiurban|Y
340|340|340|340|340|340|Allez au boulot ! :)|340|340|340|340.0|Allez au boulot ! :)|LP002115|Male|Yes|3+|Not Graduate|No|2647|1587.0|173.0|360.0|1.0|Rural|N
341|341|341|341|341|341|341|341|341|341|341.0|341|LP002116|Female|No|0|Graduate|No|2378|0.0|46.0|360.0|1.0|Rural|N
342|342|342|342|342|342|342|342|342|342|342.0|342|LP002119|Male|Yes|1|Not Graduate|No|4554|1229.0|158.0|360.0|1.0|Urban|Y
343|343|343|343|343|343|343|343|343|343|343.0|343|LP002126|Male|Yes|3+|Not Graduate|No|3173|0.0|74.0|360.0|1.0|Semiurban|Y
